id,name,routeNumber,busId,driverId,stops,studentsCount,distance,duration,status,path,currentPathIndex,departureTime,expectedArrivalTime
RT-011,Greenfield ↔ Zone F,Route 11,BUS-011,DRV-011,"[{""name"":""Frazer Town Mosque Stop 1"",""lat"":12.9716,""lng"":77.5996,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Ulsoor Lake Gate Stop 2"",""lat"":12.973633683215379,""lng"":77.57936560604512,""scheduledTime"":""07:35 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""RT Nagar Main Stop Stop 3"",""lat"":12.975315724127388,""lng"":77.56992101363487,""scheduledTime"":""07:41 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Rajajinagar Bridge Stop 4"",""lat"":12.976355282581476,""lng"":77.56414508497188,""scheduledTime"":""07:46 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""BTM Layout Water Tank Stop 5"",""lat"":12.966709261996332,""lng"":77.55030622512076,""scheduledTime"":""07:52 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Domlur Flyover Stop 6"",""lat"":12.967554915028126,""lng"":77.53566107373854,""scheduledTime"":""07:58 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Bellandur Outer Ring Road Stop 7"",""lat"":12.969100000000001,""lng"":77.53226346035225,""scheduledTime"":""07:63 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Sarjapur Fire Station Stop 8"",""lat"":12.9716,""lng"":77.5096,""scheduledTime"":""07:69 AM"",""status"":""pending"",""boardedCount"":0}]",31,13,46,running,"[[12.9716,77.5996],[12.971077357683662,77.58696072385649],[12.97263955845409,77.584375928663],[12.970054915028125,77.59135528258147],[12.973633683215379,77.57936560604512],[12.969100000000001,77.57693653964775],[12.974538926261463,77.58264508497187],[12.968254346968207,77.57221760920595],[12.975315724127388,77.56992101363487],[12.967554915028126,77.57353892626146],[12.975930127018923,77.56543333333333],[12.967032272711787,77.5632329834513],[12.976355282581476,77.56414508497188],[12.966709261996332,77.55889377487924],[12.976572609476841,77.55674402435032],[12.9666,77.5546],[12.976572609476841,77.55245597564968],[12.966709261996332,77.55030622512076],[12.976355282581476,77.54505491502812],[12.967032272711787,77.5459670165487],[12.975930127018923,77.54376666666667],[12.967554915028126,77.53566107373854],[12.975315724127388,77.53927898636513],[12.968254346968207,77.53698239079405],[12.974538926261463,77.52655491502813],[12.969100000000001,77.53226346035225],[12.973633683215379,77.52983439395489],[12.970054915028125,77.51784471741853],[12.97263955845409,77.52482407133701],[12.971077357683662,77.52223927614351],[12.9716,77.5096]]",12,07:30 AM,08:30 AM
RT-012,Hill ↔ Zone A,Route 12,BUS-012,DRV-012,"[{""name"":""Ulsoor Lake Gate Stop 1"",""lat"":12.9912,""lng"":77.5771,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""RT Nagar Main Stop Stop 2"",""lat"":12.982595339240499,""lng"":77.55047374036515,""scheduledTime"":""07:39 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Rajajinagar Bridge Stop 3"",""lat"":12.974930697726341,""lng"":77.53372028105542,""scheduledTime"":""07:48 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""BTM Layout Water Tank Stop 4"",""lat"":12.978387414126022,""lng"":77.51915539857976,""scheduledTime"":""07:57 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Domlur Flyover Stop 5"",""lat"":12.968661395452685,""lng"":77.49034056211084,""scheduledTime"":""07:66 AM"",""status"":""pending"",""boardedCount"":0}]",32,14,47,running,"[[12.9912,77.5771],[12.989926070865417,77.56456874259354],[12.9907369848176,77.56209196613706],[12.987401054573393,77.56917933879257],[12.990228535942402,77.55729768099323],[12.98494356590878,77.5549766333329],[12.989631205352,77.56079319739405],[12.982595339240499,77.55047374036515],[12.988905429581436,77.54828516353109],[12.98039333366393,77.55201109489472],[12.988017258836484,77.54401352070361],[12.978368117711105,77.54192118955861],[12.986939840762549,77.54294130981621],[12.976542533359162,77.5377980184606],[12.985654594021426,77.53575628666871],[12.974930697726341,77.53372028105542],[12.98415202038494,77.53168427544213],[12.973537386086186,77.52964254365024],[12.982432119853087,77.52449925229463],[12.972357823165153,77.52551937255224],[12.980504390654046,77.52342704140723],[12.971377891845005,77.51542946721612],[12.978387414126022,77.51915539857976],[12.970574750148598,77.5169668217457],[12.97610804262361,77.5066473647168],[12.969917829543904,77.51246392877795],[12.97370022594104,77.51014288111762],[12.969370170935541,77.49826122331828],[12.971203527543262,77.50534859597379],[12.968890039954589,77.50287181951731],[12.968661395452685,77.49034056211084]]",12,07:30 AM,08:30 AM
RT-013,Sunrise ↔ Zone B,Route 13,BUS-013,DRV-013,"[{""name"":""RT Nagar Main Stop Stop 1"",""lat"":12.9515,""lng"":77.6301,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Rajajinagar Bridge Stop 2"",""lat"":12.945788673182172,""lng"":77.61568502844658,""scheduledTime"":""07:37 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""BTM Layout Water Tank Stop 3"",""lat"":12.938954776422896,""lng"":77.59972497192129,""scheduledTime"":""07:45 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Domlur Flyover Stop 4"",""lat"":12.930304523343606,""lng"":77.58317474545223,""scheduledTime"":""07:52 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Bellandur Outer Ring Road Stop 5"",""lat"":12.919837913944304,""lng"":77.56721468892694,""scheduledTime"":""07:60 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Sarjapur Fire Station Stop 6"",""lat"":12.908248734603552,""lng"":77.55279971737352,""scheduledTime"":""07:67 AM"",""status"":""pending"",""boardedCount"":0}]",33,15,48,running,"[[12.9515,77.6301],[12.949535648837113,77.61788404776895],[12.949656140760991,77.6157225764879],[12.94562978848848,77.62312525431882],[12.947766847829184,77.61155890169492],[12.941791455767259,77.60955315921001],[12.945788673182172,77.61568502844658],[12.938062385042368,77.6056808765931],[12.943682053355001,77.60380760493447],[12.93447953540919,77.60784884147353],[12.94141303855344,77.60016657245784],[12.931073475399755,77.59838954648825],[12.938954776422896,77.59972497192129],[12.927867046991203,77.5948969857411],[12.936288685625165,77.59317055912463],[12.924874367301774,77.59144985868676],[12.933405267932068,77.58972915824889],[12.922100211605011,77.58800273163241],[12.930304523343606,77.58317474545223],[12.91953980462737,77.58451017088527],[12.926995950087957,77.58273314491568],[12.917179029250612,77.57505087589999],[12.923498129503324,77.57909211243904],[12.914995043497596,77.57721884078042],[12.919837913944304,77.56721468892694],[12.912957278836293,77.57334655816351],[12.916049253205124,77.5713408156786],[12.911028776171321,77.5597744630547],[12.912171710750737,77.56717714088562],[12.90916780113376,77.56501566960456],[12.908248734603552,77.55279971737352]]",12,07:30 AM,08:30 AM
RT-014,Lake ↔ Zone C,Route 14,BUS-014,DRV-014,"[{""name"":""Rajajinagar Bridge Stop 1"",""lat"":12.9325,""lng"":77.55319999999999,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""BTM Layout Water Tank Stop 2"",""lat"":12.91992333900861,""lng"":77.53513839652847,""scheduledTime"":""07:36 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Domlur Flyover Stop 3"",""lat"":12.916676805036142,""lng"":77.52823704709479,""scheduledTime"":""07:42 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Bellandur Outer Ring Road Stop 4"",""lat"":12.897270017025829,""lng"":77.5220055706422,""scheduledTime"":""07:49 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Sarjapur Fire Station Stop 5"",""lat"":12.896523483053363,""lng"":77.51577409418958,""scheduledTime"":""07:55 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Vasanth Nagar Park Stop 6"",""lat"":12.87961669504305,""lng"":77.50887274475589,""scheduledTime"":""07:62 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Indiranagar Circle Stop 7"",""lat"":12.87204003405166,""lng"":77.49081114128438,""scheduledTime"":""07:68 AM"",""status"":""pending"",""boardedCount"":0}]",34,16,49,running,"[[12.9325,77.55319999999999],[12.929962025485382,77.54148109523264],[12.929508894057532,77.53981667141528],[12.92490891843329,77.5477163967099],[12.926472354422266,77.5366470915497],[12.91992333900861,77.53513839652847],[12.923346933071794,77.54176731322875],[12.91504702158026,77.53226020883896],[12.920093066541162,77.53088398464403],[12.910316925243622,77.53542226864677],[12.916676805036142,77.52823704709479],[12.905763618530727,77.5269570685889],[12.913071296202139,77.52878954148562],[12.901409943418717,77.52445860276913],[12.909257958700948,77.52322922361637],[12.897270017025829,77.5220055706422],[12.905227294304392,77.520781917668],[12.893348614625605,77.51955253851524],[12.900979303012472,77.51522159979875],[12.889640960944504,77.51705407269547],[12.896523483053363,77.51577409418958],[12.886132938864288,77.5085888726376],[12.891878415765271,77.51312715664034],[12.882801706407811,77.51175093244541],[12.88707095350279,77.50224382805563],[12.87961669504305,77.50887274475589],[12.88213504606015,77.50736404973468],[12.876540945674618,77.49629474457447],[12.877110256902304,77.50419446986909],[12.873532723933598,77.50253004605173],[12.87204003405166,77.49081114128438]]",12,07:30 AM,08:30 AM
RT-015,St. ↔ Zone D,Route 15,BUS-015,DRV-015,"[{""name"":""BTM Layout Water Tank Stop 1"",""lat"":12.981,""lng"":77.64819999999999,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Domlur Flyover Stop 2"",""lat"":12.973330941931597,""lng"":77.63420117923975,""scheduledTime"":""07:35 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Bellandur Outer Ring Road Stop 3"",""lat"":12.965310241559823,""lng"":77.63099216002415,""scheduledTime"":""07:41 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Sarjapur Fire Station Stop 4"",""lat"":12.95664705873013,""lng"":77.63145180455581,""scheduledTime"":""07:46 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Vasanth Nagar Park Stop 5"",""lat"":12.93487261154026,""lng"":77.62540741119801,""scheduledTime"":""07:52 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Indiranagar Circle Stop 6"",""lat"":12.926015523288273,""lng"":77.61699783301043,""scheduledTime"":""07:58 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Koramangala 5th Block Stop 7"",""lat"":12.917857866976366,""lng"":77.61983579281879,""scheduledTime"":""07:63 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""HSR Layout BDA Complex Stop 8"",""lat"":12.908229440371638,""lng"":77.60496679895985,""scheduledTime"":""07:69 AM"",""status"":""pending"",""boardedCount"":0}]",20,17,50,running,"[[12.981,77.64819999999999],[12.978051672362716,77.63711961715515],[12.977188187812198,77.63609371526032],[12.972177859065289,77.64463196247745],[12.973330941931597,77.63420117923975],[12.966371573395273,77.63333100614105],[12.96938481433579,77.64059844476384],[12.960674549721588,77.63172986229657],[12.965310241559823,77.63099216002415],[12.955123747139616,77.63616896594941],[12.961073273809468,77.62962226631994],[12.949749734181387,77.62898080973656],[12.95664705873013,77.63145180455581],[12.94457535282404,77.62775938776183],[12.952013014983605,77.62716853053158],[12.939614720185817,77.62658339947993],[12.947161644341715,77.62599826842826],[12.93487261154026,77.62540741119801],[12.94209294680446,77.62171499440403],[12.930344251613825,77.62418598922328],[12.936816420600016,77.6235445326399],[12.926015523288273,77.61699783301043],[12.931350647066589,77.62217463893569],[12.921863584586463,77.62143693666327],[12.925722478558773,77.612568354196],[12.917857866976366,77.61983579281879],[12.919965864870798,77.61896561972009],[12.9139614113626,77.60853483648239],[12.914120369467618,77.61707308369952],[12.910132483376245,77.61604718180469],[12.908229440371638,77.60496679895985]]",12,07:30 AM,08:30 AM
RT-016,Greenfield ↔ Zone E,Route 16,BUS-016,DRV-016,"[{""name"":""Domlur Flyover Stop 1"",""lat"":12.9716,""lng"":77.5996,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Bellandur Outer Ring Road Stop 2"",""lat"":12.949777680053096,""lng"":77.58822773222484,""scheduledTime"":""07:39 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Sarjapur Fire Station Stop 3"",""lat"":12.927007142324763,""lng"":77.58890740646908,""scheduledTime"":""07:48 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Vasanth Nagar Park Stop 4"",""lat"":12.91724619953704,""lng"":77.5895965158531,""scheduledTime"":""07:57 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Indiranagar Circle Stop 5"",""lat"":12.892414284649526,""lng"":77.57821481293814,""scheduledTime"":""07:66 AM"",""status"":""pending"",""boardedCount"":0}]",21,18,51,running,"[[12.9716,77.5996],[12.968437833838646,77.58924788428777],[12.967360510764058,77.58895024952554],[12.962136343493079,77.59821676387529],[12.963075587835316,77.5885142477702],[12.955902380774921,77.5883723418041],[12.958701783191367,77.59636804755951],[12.949777680053096,77.58822773222484],[12.95419953336726,77.58821829708504],[12.943799200422983,77.59412337014291],[12.949534888568765,77.58830493764604],[12.937997510416613,77.58839174819528],[12.944680996441287,77.59159101014714],[12.932395452011127,77.58862686048576],[12.93961927564662,77.58876427038813],[12.927007142324763,77.58890740646908],[12.934340227956588,77.58905054255001],[12.921837356631062,77.58918795245238],[12.928843853371191,77.586223802791],[12.916881319656486,77.58942306474286],[12.923139650118607,77.5895098752921],[12.912124914282794,77.58369144279523],[12.91724619953704,77.5895965158531],[12.907545298532844,77.5895870807133],[12.911190353981084,77.58144676537863],[12.903111903874604,77.58944247113403],[12.905006063244967,77.58930056516793],[12.898787771212698,77.57959804906285],[12.898732890793646,77.5888645634126],[12.894531166178202,77.58856692865037],[12.892414284649526,77.57821481293814]]",12,07:30 AM,08:30 AM
RT-017,Hill ↔ Zone F,Route 17,BUS-017,DRV-017,"[{""name"":""Bellandur Outer Ring Road Stop 1"",""lat"":12.9912,""lng"":77.5771,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Sarjapur Fire Station Stop 2"",""lat"":12.978301783191366,""lng"":77.57842212238425,""scheduledTime"":""07:37 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Vasanth Nagar Park Stop 3"",""lat"":12.964280996441286,""lng"":77.57819915979663,""scheduledTime"":""07:45 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Indiranagar Circle Stop 4"",""lat"":12.94844385337119,""lng"":77.57738602726525,""scheduledTime"":""07:52 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Koramangala 5th Block Stop 5"",""lat"":12.930790353981083,""lng"":77.57716306467762,""scheduledTime"":""07:60 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""HSR Layout BDA Complex Stop 6"",""lat"":12.912014284649524,""lng"":77.57848518706187,""scheduledTime"":""07:67 AM"",""status"":""pending"",""boardedCount"":0}]",22,19,52,running,"[[12.9912,77.5771],[12.988037833838645,77.56750689675856],[12.986960510764057,77.56796827446713],[12.981736343493077,77.57799380128766],[12.982675587835315,77.56905029765336],[12.975502380774921,77.56966740415807],[12.978301783191366,77.57842212238425],[12.969377680053094,77.57104081952039],[12.97379953336726,77.57179039685137],[12.963399200422982,77.57845448238002],[12.969134888568764,77.57339506235397],[12.957597510416612,77.57424088537398],[12.964280996441286,77.57819915979663],[12.951995452011126,77.57599402260605],[12.95921927564662,77.5768904449792],[12.94660714232476,77.57779259353094],[12.953940227956586,77.57869474208267],[12.941437356631061,77.57959116445582],[12.94844385337119,77.57738602726525],[12.936481319656485,77.58134430168789],[12.942739650118606,77.5821901247079],[12.931724914282793,77.57713070468185],[12.936846199537039,77.5837947902105],[12.927145298532842,77.58454436754148],[12.930790353981083,77.57716306467762],[12.922711903874605,77.5859177829038],[12.924606063244966,77.58653488940851],[12.918387771212696,77.57759138577421],[12.918332890793645,77.58761691259474],[12.914131166178201,77.58807829030332],[12.912014284649524,77.57848518706187]]",12,07:30 AM,08:30 AM
RT-018,Sunrise ↔ Zone A,Route 18,BUS-018,DRV-018,"[{""name"":""Sarjapur Fire Station Stop 1"",""lat"":12.9515,""lng"":77.6301,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Vasanth Nagar Park Stop 2"",""lat"":12.936871573395273,""lng"":77.62630873982111,""scheduledTime"":""07:36 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Indiranagar Circle Stop 3"",""lat"":12.931573273809468,""lng"":77.63367773368006,""scheduledTime"":""07:42 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Koramangala 5th Block Stop 4"",""lat"":12.910114720185819,""lng"":77.64171660052008,""scheduledTime"":""07:49 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""HSR Layout BDA Complex Stop 5"",""lat"":12.907316420600015,""lng"":77.6497554673601,""scheduledTime"":""07:55 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Whitefield Metro Stn Stop 6"",""lat"":12.888357866976365,""lng"":77.65712446121904,""scheduledTime"":""07:62 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Jayanagar 4th Block Stop 7"",""lat"":12.878729440371638,""lng"":77.65333320104016,""scheduledTime"":""07:68 AM"",""status"":""pending"",""boardedCount"":0}]",23,20,53,running,"[[12.9515,77.6301],[12.948551672362715,77.62123516389117],[12.947688187812197,77.62242480873235],[12.942677859065288,77.63317860268549],[12.943830941931596,77.6249633661838],[12.936871573395273,77.62630873982111],[12.93988481433579,77.63579172517991],[12.931174549721588,77.62913868944865],[12.935810241559823,77.63061653391225],[12.925623747139616,77.63800888657352],[12.931573273809468,77.63367773368006],[12.920249734181386,77.63525182383269],[12.92714705873013,77.63993836538795],[12.91507535282404,77.63846149532998],[12.922513014983604,77.64008618483574],[12.910114720185819,77.64171660052008],[12.917661644341715,77.64334701620442],[12.90537261154026,77.64497170571018],[12.912592946804459,77.6434948356522],[12.900844251613824,77.64818137720746],[12.907316420600015,77.6497554673601],[12.896515523288272,77.64542431446664],[12.901850647066588,77.65281666712791],[12.892363584586462,77.6542945115915],[12.896222478558773,77.64764147586024],[12.888357866976365,77.65712446121904],[12.890465864870798,77.65846983485635],[12.884461411362599,77.65025459835466],[12.884620369467617,77.6610083923078],[12.880632483376244,77.66219803714898],[12.878729440371638,77.65333320104016]]",12,07:30 AM,08:30 AM
RT-019,Lake ↔ Zone B,Route 19,BUS-019,DRV-019,"[{""name"":""Vasanth Nagar Park Stop 1"",""lat"":12.9325,""lng"":77.55319999999999,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Indiranagar Circle Stop 2"",""lat"":12.926472354422266,""lng"":77.55061745387385,""scheduledTime"":""07:35 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Koramangala 5th Block Stop 3"",""lat"":12.920093066541162,""lng"":77.55882470929235,""scheduledTime"":""07:41 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""HSR Layout BDA Complex Stop 4"",""lat"":12.913071296202139,""lng"":77.57070062845813,""scheduledTime"":""07:46 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Whitefield Metro Stn Stop 5"",""lat"":12.893348614625603,""lng"":77.57892657839294,""scheduledTime"":""07:52 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Jayanagar 4th Block Stop 6"",""lat"":12.886132938864286,""lng"":77.58193327483946,""scheduledTime"":""07:58 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Malleshwaram 8th Cross Stop 7"",""lat"":12.87961669504305,""lng"":77.59618750928193,""scheduledTime"":""07:63 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Hebbal Flyover Junction Stop 8"",""lat"":12.872040034051658,""lng"":77.59558885871562,""scheduledTime"":""07:69 AM"",""status"":""pending"",""boardedCount"":0}]",24,21,54,scheduled,"[[12.9325,77.55319999999999],[12.929962025485382,77.54497368581367],[12.929508894057532,77.54680185257737],[12.92490891843329,77.55819416845303],[12.926472354422266,77.55061745387385],[12.91992333900861,77.55260134943369],[12.923346933071793,77.562722856715],[12.915047021580259,77.55670834290625],[12.920093066541162,77.55882470929235],[12.910316925243622,77.56685558387615],[12.916676805036142,77.5631629529052],[12.905763618530727,77.56537556498034],[12.913071296202139,77.57070062845813],[12.901409943418717,77.56986228032267],[12.909257958700948,77.57212549175094],[12.897270017025827,77.5743944293578],[12.90522729430439,77.57666336696467],[12.893348614625603,77.57892657839294],[12.90097930301247,77.57808823025748],[12.889640960944503,77.58341329373526],[12.896523483053361,77.5856259058104],[12.886132938864286,77.58193327483946],[12.89187841576527,77.58996414942325],[12.882801706407811,77.59208051580936],[12.88707095350279,77.5860660020006],[12.87961669504305,77.59618750928193],[12.882135046060148,77.59817140484175],[12.876540945674616,77.59059469026258],[12.877110256902302,77.60198700613823],[12.873532723933597,77.60381517290193],[12.872040034051658,77.59558885871562]]",0,07:30 AM,08:30 AM
RT-020,St. ↔ Zone C,Route 20,BUS-020,DRV-020,"[{""name"":""Indiranagar Circle Stop 1"",""lat"":12.981,""lng"":77.64819999999999,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Koramangala 5th Block Stop 2"",""lat"":12.967562385042369,""lng"":77.65518767515212,""scheduledTime"":""07:39 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""HSR Layout BDA Complex Stop 3"",""lat"":12.954374367301776,""lng"":77.67685014131324,""scheduledTime"":""07:48 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Whitefield Metro Stn Stop 4"",""lat"":12.952998129503325,""lng"":77.69589919362456,""scheduledTime"":""07:57 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Jayanagar 4th Block Stop 5"",""lat"":12.937748734603552,""lng"":77.70550028262649,""scheduledTime"":""07:66 AM"",""status"":""pending"",""boardedCount"":0}]",25,12,35,scheduled,"[[12.981,77.64819999999999],[12.979035648837113,77.64047073327737],[12.979156140760992,77.64279594750477],[12.97512978848848,77.65468531084412],[12.977266847829185,77.64760564372864],[12.97129145576726,77.65008658675215],[12.975288673182172,77.66070514149717],[12.967562385042369,77.65518767515212],[12.973182053355002,77.65780108900192],[12.963979535409191,77.6663290110494],[12.97091303855344,77.66313342754216],[12.960573475399755,77.665843087081],[12.968454776422897,77.67166519802247],[12.957367046991203,77.6713238973507],[12.965788685625165,77.67408415624269],[12.954374367301776,77.67685014131324],[12.962905267932069,77.67961612638379],[12.951600211605012,77.68237638527577],[12.959804523343607,77.68203508460401],[12.94903980462737,77.68785719554548],[12.956495950087957,77.69056685508431],[12.946679029250612,77.68737127157708],[12.952998129503325,77.69589919362456],[12.944495043497596,77.69851260747436],[12.949337913944305,77.6929951411293],[12.942457278836294,77.70361369587432],[12.945549253205124,77.70609463889784],[12.940528776171321,77.69901497178236],[12.941671710750738,77.71090433512171],[12.93866780113376,77.71322954934911],[12.937748734603552,77.70550028262649]]",0,07:30 AM,08:30 AM
RT-021,Greenfield ↔ Zone D,Route 21,BUS-021,DRV-021,"[{""name"":""Koramangala 5th Block Stop 1"",""lat"":12.9716,""lng"":77.5996,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""HSR Layout BDA Complex Stop 2"",""lat"":12.970031205352,""lng"":77.61399697254971,""scheduledTime"":""07:37 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Whitefield Metro Stn Stop 3"",""lat"":12.96733984076255,""lng"":77.62684886012755,""scheduledTime"":""07:45 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Jayanagar 4th Block Stop 4"",""lat"":12.962832119853088,""lng"":77.63911057776161,""scheduledTime"":""07:52 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Malleshwaram 8th Cross Stop 5"",""lat"":12.95650804262361,""lng"":77.65196246533945,""scheduledTime"":""07:60 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Hebbal Flyover Junction Stop 6"",""lat"":12.949061395452686,""lng"":77.66635943788917,""scheduledTime"":""07:67 AM"",""status"":""pending"",""boardedCount"":0}]",26,13,36,scheduled,"[[12.9716,77.5996],[12.970326070865418,77.5921860384528],[12.971136984817601,77.59482655785561],[12.967801054573394,77.60703122637038],[12.970628535942403,77.60026686443034],[12.965343565908782,77.60306311262927],[12.970031205352,77.61399697254971],[12.9629953392405,77.60879481138008],[12.969305429581437,77.61172353040531],[12.960793333663931,77.62056675762821],[12.968417258836485,77.6176864792964],[12.958768117711106,77.62071144401065],[12.96733984076255,77.62684886012755],[12.956942533359163,77.62682286463121],[12.966054594021427,77.62989842869861],[12.955330697726342,77.63297971894458],[12.964552020384941,77.63606100919056],[12.953937386086187,77.63913657325796],[12.962832119853088,77.63911057776161],[12.952757823165154,77.64524799387851],[12.960904390654047,77.64827295859277],[12.951777891845007,77.64539268026095],[12.958787414126023,77.65423590748385],[12.9509747501486,77.65716462650909],[12.95650804262361,77.65196246533945],[12.950317829543906,77.6628963252599],[12.95410022594104,77.66569257345883],[12.949770170935542,77.65892821151878],[12.951603527543263,77.67113288003355],[12.94929003995459,77.67377339943637],[12.949061395452686,77.66635943788917]]",0,07:30 AM,08:30 AM
RT-022,Hill ↔ Zone E,Route 22,BUS-022,DRV-022,"[{""name"":""HSR Layout BDA Complex Stop 1"",""lat"":12.9912,""lng"":77.5771,""scheduledTime"":""07:30 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Whitefield Metro Stn Stop 2"",""lat"":12.9887,""lng"":77.58110320631442,""scheduledTime"":""07:36 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Jayanagar 4th Block Stop 3"",""lat"":12.995530127018922,""lng"":77.59626666666668,""scheduledTime"":""07:42 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Malleshwaram 8th Cross Stop 4"",""lat"":12.986199999999998,""lng"":77.6121,""scheduledTime"":""07:49 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Hebbal Flyover Junction Stop 5"",""lat"":12.995530127018922,""lng"":77.62793333333333,""scheduledTime"":""07:55 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""MG Road Metro Stop 6"",""lat"":12.9887,""lng"":77.64309679368559,""scheduledTime"":""07:62 AM"",""status"":""pending"",""boardedCount"":0},{""name"":""Bannerghatta Road Apex Stop 7"",""lat"":12.9912,""lng"":77.64710000000001,""scheduledTime"":""07:68 AM"",""status"":""pending"",""boardedCount"":0}]",27,14,37,scheduled,"[[12.9912,77.5771],[12.99067735768366,77.56979405718984],[12.992239558454088,77.57254259532968],[12.989654915028124,77.58485528258147],[12.993233683215378,77.57819893937845],[12.9887,77.58110320631442],[12.994138926261462,77.59214508497189],[12.987854346968206,77.58705094253928],[12.994915724127386,77.59008768030154],[12.987154915028125,77.59903892626147],[12.995530127018922,77.59626666666668],[12.986632272711786,77.59939965011796],[12.995955282581475,77.60564508497188],[12.98630926199633,77.60572710821258],[12.99617260947684,77.608910691017],[12.986199999999998,77.6121],[12.99617260947684,77.61528930898301],[12.98630926199633,77.61847289178743],[12.995955282581475,77.61855491502813],[12.986632272711786,77.62480034988205],[12.995530127018922,77.62793333333333],[12.987154915028125,77.62516107373854],[12.994915724127386,77.63411231969847],[12.987854346968206,77.63714905746073],[12.994138926261462,77.63205491502812],[12.9887,77.64309679368559],[12.993233683215378,77.64600106062156],[12.989654915028124,77.63934471741854],[12.992239558454088,77.65165740467033],[12.99067735768366,77.65440594281017],[12.9912,77.64710000000001]]",0,07:30 AM,08:30 AM
